9063,9063
41941,41941
16656,16656
30136,30136
3590,3590
7703,7703
44906,44906
28037,28037
19128,19128
21058,21058
7297,7297
30293,30293
5602,5602
43311,43311
36720,36720
29420,29420
40595,40595
16439,16439
26363,26363
13591,13591
47345,47345
43898,43898
22225,22225
10630,10630
17693,17693
14723,14723
30160,30160
22483,22483
48868,48868
26913,26913
46973,46973
29601,29601
3912,3912
17237,17237
18406,18406
35069,35069
25514,25514
3496,3496
21479,21479
31381,31381
8955,8955
20510,20510
29230,29230
25505,25505
12572,12572
45183,45183
10417,10417
7552,7552
15549,15549
4069,4069
23636,23636
354,354
8172,8172
36006,36006
3991,3991
2427,2427
3661,3661
32592,32592
24953,24953
42374,42374
18840,18840
39613,39613
39797,39797
32609,32609
38667,38667
15457,15457
29661,29661
46602,46602
1573,1573
18155,18155
4688,4688
29236,29236
39128,39128
6522,6522
24919,24919
40431,40431
49679,49679
13583,13583
43202,43202
419,419
9743,9743
26830,26830
23400,23400
18656,18656
1373,1373
6598,6598
20341,20341
49467,49467
12680,12680
43423,43423
24294,24294
5685,5685
29612,29612
5033,5033
47099,47099
29027,29027
18309,18309
34128,34128
26142,26142
17922,17922
49044,49044
23469,23469
33397,33397
41055,41055
28858,28858
7007,7007
34936,34936
10260,10260
26935,26935
27954,27954
44985,44985
40928,40928
43573,43573
40461,40461
30029,30029
4764,4764
36932,36932
24830,24830
2602,2602
33479,33479
7268,7268
21950,21950
49726,49726
8740,8740
5604,5604
9922,9922
31770,31770
5774,5774
1298,1298
22664,22664
34470,34470
38628,38628
10687,10687
5106,5106
46400,46400
6127,6127
49957,49957
17657,17657
43406,43406
30339,30339
23811,23811
34288,34288
48841,48841
33769,33769
24774,24774
49548,49548
11037,11037
17541,17541
17472,17472
18376,18376
31364,31364
20847,20847
42003,42003
3351,3351
17504,17504
12394,12394
3691,3691
42318,42318
8074,8074
33227,33227
17639,17639
1812,1812
20229,20229
44598,44598
45780,45780
49936,49936
33572,33572
44818,44818
34455,34455
38562,38562
39296,39296
35942,35942
15261,15261
2297,2297
8766,8766
3490,3490
21206,21206
39141,39141
46361,46361
22789,22789
48227,48227
6743,6743
42743,42743
22021,22021
30707,30707
4640,4640
38704,38704
48661,48661
44672,44672
9944,9944
40671,40671
39539,39539
29539,29539
9055,9055
1787,1787
49514,49514
26445,26445
23997,23997
49410,49410
4361,4361
23097,23097
34109,34109
37749,37749
22557,22557
45720,45720
9711,9711
882,882
2492,2492
14535,14535
1440,1440
20117,20117
6820,6820
6318,6318
6315,6315
9927,9927
47861,47861
19642,19642
43862,43862
36450,36450
4871,4871
18216,18216
10618,10618
45715,45715
16746,16746
42135,42135
35085,35085
15104,15104
43312,43312
1453,1453
2767,2767
4516,4516
39371,39371
12946,12946
37974,37974
17840,17840
22450,22450
38250,38250
5501,5501
41549,41549
25980,25980
31078,31078
9724,9724
7602,7602
19778,19778
18975,18975
2425,2425
6168,6168
12688,12688
26602,26602
16509,16509
49159,49159
11004,11004
35778,35778
28709,28709
46709,46709
34491,34491
46872,46872
7008,7008
46758,46758
39930,39930
15835,15835
31432,31432
31580,31580
45702,45702
37274,37274
39806,39806
48563,48563
6143,6143
29189,29189
28322,28322
11099,11099
26166,26166
24837,24837
4507,4507
16611,16611
9083,9083
6251,6251
20060,20060
49383,49383
23202,23202
38444,38444
22282,22282
33722,33722
25045,25045
27463,27463
5563,5563
41336,41336
25562,25562
28245,28245
43993,43993
14622,14622
19157,19157
2987,2987
33851,33851
39019,39019
41967,41967
19513,19513
47325,47325
28898,28898
36017,36017
38991,38991
40471,40471
39669,39669
7865,7865
8110,8110
31845,31845
17260,17260
20263,20263
30199,30199
11905,11905
7941,7941
38121,38121
531,531
31249,31249
1380,1380
21112,21112
20156,20156
45871,45871
46543,46543
27941,27941
31763,31763
40810,40810
26154,26154
37326,37326
11413,11413
7169,7169
32412,32412
46238,46238
28074,28074
45590,45590
18075,18075
5352,5352
2654,2654
20687,20687
36473,36473
49824,49824
33792,33792
35630,35630
41591,41591
4805,4805
7921,7921
23567,23567
14886,14886
24276,24276
31379,31379
42674,42674
15698,15698
45243,45243
31508,31508
38345,38345
23911,23911
41627,41627
3436,3436
40491,40491
15091,15091
41878,41878
2016,2016
30686,30686
29476,29476
16421,16421
5923,5923
40988,40988
47539,47539
34818,34818
867,867
35770,35770
90,90
19826,19826
46198,46198
6430,6430
23704,23704
47532,47532
34571,34571
1092,1092
11238,11238
16274,16274
31157,31157
28150,28150
31162,31162
14342,14342
17876,17876
2787,2787
23536,23536
49996,49996
42868,42868
13726,13726
18295,18295
45789,45789
47561,47561
38679,38679
9222,9222
38960,38960
41682,41682
41636,41636
26122,26122
33936,33936
10380,10380
39822,39822
9301,9301
39220,39220
39789,39789
537,537
15583,15583
359,359
35950,35950
12445,12445
3592,3592
48061,48061
37195,37195
2245,2245
18241,18241
46071,46071
29732,29732
2411,2411
24068,24068
40530,40530
34481,34481
10277,10277
36829,36829
14391,14391
39798,39798
7806,7806
11417,11417
16944,16944
8210,8210
35543,35543
44923,44923
22335,22335
49777,49777
30818,30818
1811,1811
33544,33544
19415,19415
29043,29043
27120,27120
14971,14971
6457,6457
45558,45558
9075,9075
23970,23970
47203,47203
49425,49425
16491,16491
25413,25413
13654,13654
47058,47058
15022,15022
402,402
28491,28491
35952,35952
24933,24933
31112,31112
2877,2877
16545,16545
32716,32716
10777,10777
34448,34448
23223,23223
28787,28787
26708,26708
22662,22662
35845,35845
4030,4030
30380,30380
29553,29553
43865,43865
30905,30905
9454,9454
46327,46327
12453,12453
13066,13066
10136,10136
11705,11705
42801,42801
39958,39958
13316,13316
15233,15233
44689,44689
28864,28864
18928,18928
11497,11497
28791,28791
33828,33828
9529,9529
39265,39265
10511,10511
6972,6972
47175,47175
41396,41396
33845,33845
29596,29596
935,935
21122,21122
29485,29485
6764,6764
29287,29287
43800,43800
1430,1430
41647,41647
16737,16737
860,860
12319,12319
19672,19672
29196,29196
25742,25742
28093,28093
10916,10916
39076,39076
41630,41630
45783,45783
31747,31747
19866,19866
3426,3426
47690,47690
41441,41441
43868,43868
43785,43785
44649,44649
29946,29946
36865,36865
9314,9314
45639,45639
11961,11961
25443,25443
12573,12573
7272,7272
6966,6966
21001,21001
8427,8427
31674,31674
43070,43070
35644,35644
15495,15495
18753,18753
12793,12793
5906,5906
27710,27710
49394,49394
38741,38741
16683,16683
35882,35882
23485,23485
43597,43597
11104,11104
1462,1462
19152,19152
8356,8356
45154,45154
24278,24278
48058,48058
12706,12706
7079,7079
30805,30805
6584,6584
43005,43005
2007,2007
7032,7032
24808,24808
28406,28406
8881,8881
19378,19378
44149,44149
32811,32811
12832,12832
25402,25402
7496,7496
31837,31837
35712,35712
10244,10244
48937,48937
28172,28172
12009,12009
41696,41696
45407,45407
1236,1236
39554,39554
21508,21508
17629,17629
2409,2409
48147,48147
7667,7667
20242,20242
45786,45786
35611,35611
35998,35998
16066,16066
20503,20503
43128,43128
39646,39646
10203,10203
15042,15042
45129,45129
3669,3669
33187,33187
47447,47447
17928,17928
30800,30800
2712,2712
3950,3950
3289,3289
29351,29351
8328,8328
46579,46579
1109,1109
46159,46159
13090,13090
5687,5687
18440,18440
5124,5124
16636,16636
11607,11607
12103,12103
30601,30601
348,348
32186,32186
7829,7829
40161,40161
46425,46425
49963,49963
19357,19357
26001,26001
6240,6240
12336,12336
1997,1997
6272,6272
15748,15748
7289,7289
49704,49704
29311,29311
37885,37885
22530,22530
6459,6459
44768,44768
40215,40215
40017,40017
49629,49629
8457,8457
28394,28394
19814,19814
6077,6077
1533,1533
42179,42179
11791,11791
49700,49700
30177,30177
33133,33133
7876,7876
29982,29982
5903,5903
42581,42581
47388,47388
26155,26155
5844,5844
42754,42754
14656,14656
12419,12419
6408,6408
43990,43990
39875,39875
10685,10685
46127,46127
512,512
5566,5566
44392,44392
31510,31510
29059,29059
6309,6309
27183,27183
48081,48081
29070,29070
40447,40447
42789,42789
38372,38372
10523,10523
35561,35561
25390,25390
1861,1861
42664,42664
22646,22646
49757,49757
368,368
24279,24279
33704,33704
48611,48611
41018,41018
22295,22295
11762,11762
48886,48886
41433,41433
32429,32429
7563,7563
23138,23138
11243,11243
38655,38655
30738,30738
45569,45569
699,699
33609,33609
7873,7873
32690,32690
32671,32671
9303,9303
38228,38228
15079,15079
38536,38536
8400,8400
722,722
13337,13337
36969,36969
23451,23451
12948,12948
18566,18566
4739,4739
34763,34763
18410,18410
49376,49376
26946,26946
5222,5222
43923,43923
6003,6003
2469,2469
6591,6591
18593,18593
19142,19142
24195,24195
30528,30528
9899,9899
46008,46008
44862,44862
2454,2454
11396,11396
12283,12283
19636,19636
17622,17622
23872,23872
23633,23633
42288,42288
2126,2126
9353,9353
31495,31495
36877,36877
1272,1272
45024,45024
20857,20857
14459,14459
8248,8248
49084,49084
17742,17742
5714,5714
8846,8846
34420,34420
11242,11242
23515,23515
43437,43437
7251,7251
1043,1043
5700,5700
8988,8988
42827,42827
34789,34789
22246,22246
19846,19846
39555,39555
8527,8527
28721,28721
35577,35577
37100,37100
30284,30284
28445,28445
10919,10919
13315,13315
20530,20530
27494,27494
49174,49174
29731,29731
17882,17882
43347,43347
35213,35213
2204,2204
42600,42600
26717,26717
49808,49808
15168,15168
25305,25305
12845,12845
12586,12586
15003,15003
36940,36940
46863,46863
21632,21632
5919,5919
32241,32241
38336,38336
40670,40670
43695,43695
23098,23098
871,871
36867,36867
25399,25399
28103,28103
2173,2173
40176,40176
39553,39553
2757,2757
12842,12842
24073,24073
16813,16813
39582,39582
44274,44274
22812,22812
33425,33425
42360,42360
13856,13856
40580,40580
22155,22155
48033,48033
30824,30824
25994,25994
49515,49515
15286,15286
6101,6101
15005,15005
32498,32498
209,209
29816,29816
22998,22998
34086,34086
18024,18024
9071,9071
8288,8288
31548,31548
20911,20911
46616,46616
29567,29567
43313,43313
33844,33844
810,810
31315,31315
28278,28278
724,724
20173,20173
49138,49138
3811,3811
28352,28352
30495,30495
44668,44668
19313,19313
15778,15778
15819,15819
20082,20082
49331,49331
41450,41450
6170,6170
3022,3022
1509,1509
4148,4148
23293,23293
25261,25261
17098,17098
48883,48883
40954,40954
39873,39873
38089,38089
29710,29710
9211,9211
48319,48319
8140,8140
48086,48086
23311,23311
49751,49751
47017,47017
8946,8946
48809,48809
20275,20275
47482,47482
22418,22418
1308,1308
1564,1564
24245,24245
3017,3017
35678,35678
35183,35183
30605,30605
8020,8020
32967,32967
34759,34759
39008,39008
25188,25188
12575,12575
49469,49469
26822,26822
12340,12340
4861,4861
18356,18356
28391,28391
10884,10884
22206,22206
48321,48321
37103,37103
26819,26819
27006,27006
38046,38046
45298,45298
5028,5028
19926,19926
15279,15279
31756,31756
2744,2744
20926,20926
46943,46943
11306,11306
45799,45799
25597,25597
43530,43530
8292,8292
43320,43320
188,188
8888,8888
9791,9791
37845,37845
30365,30365
41056,41056
31316,31316
21096,21096
42598,42598
47211,47211
44256,44256
25703,25703
17766,17766
4958,4958
13269,13269
17535,17535
2267,2267
44162,44162
24091,24091
3261,3261
19063,19063
22786,22786
5533,5533
34177,34177
14434,14434
40101,40101
17705,17705
23221,23221
13614,13614
17321,17321
40676,40676
8474,8474
11475,11475
42103,42103
22386,22386
32450,32450
9652,9652
20810,20810
23562,23562
26582,26582
27400,27400
11492,11492
23482,23482
14360,14360
13515,13515
7089,7089
21293,21293
26255,26255
4888,4888
7194,7194
16848,16848
35761,35761
37009,37009
48817,48817
786,786
7231,7231
44387,44387
44986,44986
113,113
27600,27600
39136,39136
41504,41504
11486,11486
46137,46137
45890,45890
18710,18710
28918,28918
2335,2335
11904,11904
49557,49557
8600,8600
37299,37299
362,362
43828,43828
49643,49643
13207,13207
31549,31549
49661,49661
36520,36520
2433,2433
1185,1185
49194,49194
15448,15448
18161,18161
37803,37803
17243,17243
32802,32802
18227,18227
45742,45742
3185,3185
25732,25732
18754,18754
15993,15993
20446,20446
2324,2324
464,464
25403,25403
32770,32770
19823,19823
24034,24034
35757,35757
34124,34124
24086,24086
23107,23107
6212,6212
3463,3463
29192,29192
15949,15949
966,966
17002,17002
26207,26207
31191,31191
33633,33633
11634,11634
23658,23658
39604,39604
19774,19774
2287,2287
10996,10996
22761,22761
35203,35203
27488,27488
12608,12608
26780,26780
2739,2739
25231,25231
12849,12849
18537,18537
1936,1936
32077,32077
31205,31205
33877,33877
30468,30468
1195,1195
1262,1262
38721,38721
22749,22749
32850,32850
4783,4783
36711,36711
6282,6282
45375,45375
47698,47698
22119,22119
37695,37695
29078,29078
23489,23489
15007,15007
11412,11412
45478,45478
47244,47244
47937,47937
15719,15719
25603,25603
16333,16333
27687,27687
39211,39211
40170,40170
14866,14866
17690,17690
47617,47617
1279,1279
7730,7730
25874,25874
41209,41209
16469,16469
2639,2639
424,424
21773,21773
14393,14393
23373,23373
39104,39104
45544,45544
49880,49880
1792,1792
18192,18192
24311,24311
8920,8920
31628,31628
6887,6887
20057,20057
34912,34912
31791,31791
7583,7583
14773,14773
17570,17570
16416,16416
25719,25719
30460,30460
13023,13023
10679,10679
6399,6399
16794,16794
13502,13502
40428,40428
13280,13280
42373,42373
3195,3195
37841,37841
36841,36841
3458,3458
41902,41902
23215,23215
30986,30986
42900,42900
45044,45044
23775,23775
15097,15097
26017,26017
3662,3662
7840,7840
1514,1514
49145,49145
24268,24268
32506,32506
9016,9016
41756,41756
32130,32130
17734,17734
46574,46574
31439,31439
46762,46762
30731,30731
24315,24315
9320,9320
22276,22276
39627,39627
4415,4415
40777,40777
17484,17484
36763,36763
49302,49302
12731,12731
27347,27347
33338,33338
3806,3806
43542,43542
21798,21798
42284,42284
49205,49205
31863,31863
27049,27049
31738,31738
37572,37572
26332,26332
18438,18438
1996,1996
15900,15900
17141,17141
39170,39170
23697,23697
45474,45474
42190,42190
10596,10596
47254,47254
49899,49899
46954,46954
45497,45497
34195,34195
19975,19975
2180,2180
37268,37268
42565,42565
2551,2551
26567,26567
23873,23873
34072,34072
46419,46419
38399,38399
20316,20316
20291,20291
31163,31163
35972,35972
39421,39421
21413,21413
18942,18942
43319,43319
4712,4712
2465,2465
35571,35571
22555,22555
36670,36670
42934,42934
3550,3550
46330,46330
38408,38408
48862,48862
38713,38713
3517,3517
29108,29108
20554,20554
32361,32361
26544,26544
25926,25926
31467,31467
8572,8572
14747,14747
5289,5289
24851,24851
47077,47077
49683,49683
17855,17855
31254,31254
33,33
4128,4128
1599,1599
49158,49158
30557,30557
1553,1553
12790,12790
26899,26899
13004,13004
13608,13608
13822,13822
20526,20526
22859,22859
38907,38907
1762,1762
29660,29660
31287,31287
26813,26813
